Vertex   Distance from Source
226 		 2718
227 		 2725
228 		 2652
229 		 2076
230 		 2454
231 		 2411
232 		 2147483647
233 		 3644
234 		 2776
235 		 2716
236 		 2992
237 		 2147483647
238 		 2522
239 		 2954
240 		 2698
241 		 3325
242 		 1955
243 		 2955
244 		 2749
245 		 3660
246 		 2147483647
247 		 2582
248 		 2086
249 		 2789
250 		 1921
251 		 2276
252 		 2616
253 		 1994
254 		 3063
255 		 3415
256 		 2730
257 		 1757
258 		 2982
259 		 2647
260 		 2560
261 		 5460
262 		 1175
263 		 1522
264 		 2571
265 		 1795
266 		 3091
267 		 2203
268 		 1437
269 		 1233
270 		 2725
271 		 1746
272 		 2914
273 		 3483
274 		 2321
275 		 2230
276 		 1845
277 		 2147483647
278 		 3737
279 		 2769
280 		 2992
281 		 2509
282 		 2698
283 		 2908
284 		 4361
285 		 1475
286 		 2223
287 		 2181
288 		 2505
289 		 2028
290 		 2410
291 		 2663
292 		 3419
293 		 2825
294 		 1998
295 		 2065
296 		 2807
297 		 2131
298 		 2225
299 		 1452
300 		 1790
301 		 2915
302 		 2706
303 		 3394
304 		 3307
305 		 2147483647
306 		 2726
307 		 2098
308 		 2344
309 		 2147483647
310 		 1161
311 		 2367
312 		 2975
313 		 1877
314 		 2935
315 		 2680
316 		 2343
317 		 2147483647
318 		 2357
319 		 2068
320 		 2988
321 		 2682
322 		 2990
323 		 2583
324 		 1465
325 		 2147483647
326 		 2836
327 		 2877
328 		 4530
329 		 4600
330 		 2766
331 		 4051
332 		 3676
333 		 1714
334 		 2994
335 		 2784
336 		 2009
337 		 1763
338 		 2367
339 		 3506
340 		 2402
341 		 4032
342 		 2526
343 		 2410
344 		 2328
345 		 1902
346 		 2447
347 		 2587
348 		 2915
349 		 4349
350 		 1061
351 		 2602
352 		 4899
353 		 2218
354 		 2147483647
355 		 3023
356 		 2147483647
357 		 1732
358 		 2227
359 		 2147483647
360 		 2542
361 		 2346
362 		 3454
363 		 2579
364 		 3212
365 		 1741
366 		 2158
367 		 2756
368 		 1803
369 		 2263
370 		 1669
371 		 2529
372 		 1159
373 		 2664
374 		 1218
375 		 2348
376 		 2394
377 		 2771
378 		 2147483647
379 		 2147483647
380 		 2192
381 		 3377
382 		 1277
383 		 2750
384 		 3865
385 		 2597
386 		 2868
387 		 1789
388 		 2734
389 		 2697
390 		 2876
391 		 2884
392 		 3269
393 		 1266
394 		 2459
395 		 2111
396 		 2905
397 		 2459
398 		 2438
399 		 2745
400 		 3713
401 		 3174
402 		 2827
403 		 2142
404 		 1761
405 		 1407
406 		 2457
407 		 2147483647
408 		 2147483647
409 		 2147483647
410 		 2284
411 		 2702
412 		 3063
413 		 2431
414 		 3932
415 		 2747
416 		 2118
417 		 2334
418 		 2910
419 		 3061
420 		 2624
421 		 2982
422 		 2044
423 		 2504
424 		 2407
425 		 1891
426 		 1947
427 		 3523
428 		 2346
429 		 3431
430 		 3866
431 		 2835
432 		 2462
433 		 2818
434 		 2941
435 		 2574
436 		 2682
437 		 2205
438 		 2836
439 		 2467
440 		 2488
441 		 2553
442 		 2233
443 		 2762
444 		 3095
445 		 3300
446 		 2592
447 		 2576
448 		 2814
449 		 2722
450 		 2399
451 		 2934
452 		 2731
453 		 2147483647
454 		 3327
455 		 1930
456 		 2636
457 		 2816
458 		 2628
459 		 3282
460 		 3520
461 		 2268
462 		 3107
463 		 2240
464 		 1173
465 		 2655
466 		 2964
467 		 1795
468 		 3272
469 		 1522
470 		 1705
471 		 1623
472 		 2158
473 		 3191
474 		 1899
475 		 2147483647
476 		 1110
477 		 1506
478 		 2364
479 		 2406
480 		 2374
481 		 2765
482 		 2251
483 		 3807
484 		 2147483647
485 		 2238
486 		 1902
487 		 3031
488 		 2243
489 		 2534
490 		 2775
491 		 2062
492 		 3197
493 		 3547
494 		 2147483647
495 		 2413
496 		 4171
497 		 2658
498 		 2541
499 		 3030
500 		 3746
501 		 1844
502 		 1854
503 		 1580
504 		 2404
505 		 3030
506 		 2693
507 		 722
508 		 2301
509 		 2419
510 		 2919
511 		 3046
512 		 2710
513 		 2127
514 		 2103
515 		 3686
516 		 2186
517 		 3756
518 		 2394
519 		 1940
520 		 3052
521 		 3655
522 		 2302
523 		 2248
524 		 3638
525 		 2148
526 		 3233
527 		 1969
528 		 2762
529 		 2556
530 		 2150
531 		 2369
532 		 3436
533 		 3585
534 		 2694
535 		 2147483647
536 		 1976
537 		 2277
538 		 2872
539 		 2661
540 		 2105
541 		 2571
542 		 3187
543 		 2955
544 		 2980
545 		 2147483647
546 		 2419
547 		 2589
548 		 1539
549 		 826
550 		 1615
551 		 731
552 		 2630
553 		 3132
554 		 2147483647
555 		 3421
556 		 3458
557 		 2736
558 		 1938
559 		 2587
560 		 3165
561 		 2595
562 		 3233
563 		 2147483647
564 		 2147483647
565 		 2331
566 		 2505
567 		 2309
568 		 3416
569 		 1445
570 		 1770
571 		 2147483647
572 		 2679
573 		 3349
574 		 1956
575 		 2897
576 		 2682
577 		 3127
578 		 2128
579 		 2868
580 		 845
581 		 2609
582 		 2649
583 		 2752
584 		 2029
585 		 3263
586 		 2477
587 		 1871
588 		 3807
589 		 1868
590 		 2270
591 		 2257
592 		 2970
593 		 2246
594 		 2591
595 		 2754
596 		 2983
597 		 2974
598 		 2398
599 		 2805
600 		 2938
601 		 2975
602 		 2779
603 		 2714
604 		 3050
605 		 2306
606 		 1872
607 		 3308
608 		 3135
609 		 3522
610 		 2603
611 		 2315
612 		 3128
613 		 2446
614 		 3127
615 		 2847
616 		 2382
617 		 1321
618 		 2420
619 		 2451
620 		 1832
621 		 1810
622 		 3680
623 		 2777
624 		 2830
625 		 2503
626 		 2754
627 		 2353
628 		 4512
629 		 2428
630 		 2610
631 		 3278
632 		 2244
633 		 2462
634 		 3138
635 		 2523
636 		 2846
637 		 2138
638 		 3601
639 		 2215
640 		 2422
641 		 2559
642 		 2147483647
643 		 2090
644 		 2940
645 		 2147483647
646 		 2613
647 		 3048
648 		 3000
649 		 2942
650 		 3026
651 		 2798
652 		 2000
653 		 3189
654 		 2992
655 		 1925
656 		 3324
657 		 2772
658 		 2919
659 		 2936
660 		 2760
661 		 2691
662 		 1844
663 		 2624
664 		 2216
665 		 3836
666 		 2019
667 		 3105
668 		 2847
669 		 2443
670 		 2319
671 		 3129
672 		 2807
673 		 2847
674 		 2323
675 		 2147483647
676 		 2419
677 		 3098
678 		 2984
679 		 3095
680 		 2147483647
681 		 3343
682 		 2431
683 		 3435
684 		 2219
685 		 2333
686 		 2676
687 		 3273
688 		 2840
689 		 2655
690 		 2872
691 		 2544
692 		 2708
693 		 2013
694 		 3154
695 		 1548
696 		 2972
697 		 2319
698 		 3109
699 		 2560
700 		 2798
701 		 2147483647
702 		 2196
703 		 2930
704 		 3075
705 		 1318
706 		 2892
707 		 2277
708 		 3895
709 		 1620
710 		 3412
711 		 3170
712 		 5333
713 		 3656
714 		 2352
715 		 2730
716 		 2147483647
717 		 2517
718 		 2686
719 		 2400
720 		 1419
721 		 3203
722 		 2467
723 		 2382
724 		 2170
725 		 2277
726 		 3206
727 		 2355
728 		 2498
729 		 3505
730 		 2383
731 		 2916
732 		 2509
733 		 2015
734 		 2562
735 		 3263
736 		 2622
737 		 2233
738 		 1545
739 		 2667
740 		 2842
741 		 1778
742 		 2147483647
743 		 3137
744 		 3443
745 		 3220
746 		 2147483647
747 		 3594
748 		 2114
749 		 3855
750 		 2529
751 		 1861
752 		 3427
753 		 2564
754 		 2305
755 		 2147483647
756 		 1953
757 		 2563
758 		 2353
759 		 2737
760 		 1762
761 		 3336
762 		 1973
763 		 3412
764 		 3162
765 		 3457
766 		 2684
767 		 2147483647
768 		 2319
769 		 1700
770 		 2574
771 		 3549
772 		 2147483647
773 		 2205
774 		 2762
775 		 2843
776 		 2301
777 		 3533
778 		 6716
779 		 2486
780 		 3290
781 		 2736
782 		 3140
783 		 2062
784 		 2147483647
785 		 3187
786 		 2562
787 		 2880
788 		 3522
789 		 3429
790 		 2427
791 		 2037
792 		 3057
793 		 2666
794 		 2289
795 		 3088
796 		 1643
797 		 2147483647
798 		 3017
799 		 3344
800 		 2611
801 		 2457
802 		 3638
803 		 2645
804 		 3670
805 		 993
806 		 2744
807 		 2231
808 		 1256
809 		 3223
810 		 2751
811 		 2960
812 		 2255
813 		 2161
814 		 1985
815 		 2031
816 		 2436
817 		 2147483647
818 		 2586
819 		 2720
820 		 2147483647
821 		 2758
822 		 3209
823 		 2892
824 		 3099
825 		 3032
826 		 2402
827 		 2291
828 		 2025
829 		 3502
830 		 2583
831 		 2897
832 		 2201
833 		 2244
834 		 2606
835 		 2147483647
836 		 3230
837 		 3163
838 		 2652
839 		 2692
840 		 2919
841 		 2492
842 		 2399
843 		 2349
844 		 2888
845 		 2605
846 		 4090
847 		 2547
848 		 1868
849 		 2655
850 		 2159
851 		 1463
852 		 2988
853 		 3625
854 		 2754
855 		 2929
856 		 1877
857 		 3055
858 		 3290
859 		 1974
860 		 3380
861 		 2795
862 		 3026
863 		 2147483647
864 		 2147483647
865 		 1928
866 		 1848
867 		 1967
868 		 2114
869 		 2107
870 		 2652
871 		 2644
872 		 2836
873 		 3764
874 		 2719
875 		 1949
876 		 2147483647
877 		 2666
878 		 2639
879 		 2733
880 		 2558
881 		 2638
882 		 2554
883 		 2803
884 		 2633
885 		 2186
886 		 3382
887 		 2564
888 		 2187
889 		 3537
890 		 3427
891 		 1725
892 		 3623
893 		 2204
894 		 3501
895 		 2367
896 		 2429
897 		 2026
898 		 2339
899 		 2188
900 		 3395
901 		 2091
902 		 2106
903 		 3348
904 		 2895
905 		 2234
906 		 2748
907 		 621
908 		 2970
909 		 2598
910 		 4047
911 		 2537
912 		 1668
913 		 3596
914 		 2313
915 		 2224
916 		 3239
917 		 1769
918 		 3508
919 		 2893
920 		 866
921 		 3016
922 		 2505
923 		 2528
924 		 2978
925 		 1535
926 		 2942
927 		 2112
928 		 2395
929 		 2707
930 		 2291
931 		 2702
932 		 2370
933 		 2854
934 		 2403
935 		 2645
936 		 2147483647
937 		 1884
938 		 2760
939 		 2147483647
940 		 3018
941 		 1609
942 		 2725
943 		 2980
944 		 3191
945 		 3031
946 		 2550
947 		 546
948 		 2580
949 		 3309
950 		 3959
951 		 2456
952 		 3525
953 		 3326
954 		 3392
955 		 3291
956 		 2695
957 		 2861
958 		 1763
959 		 2380
960 		 3394
961 		 2656
962 		 2229
963 		 2586
964 		 2867
965 		 3718
966 		 2465
967 		 2043
968 		 3392
969 		 2017
970 		 2828
971 		 2454
972 		 3598
973 		 2147483647
974 		 2555
975 		 2358
976 		 4332
977 		 2597
978 		 2480
979 		 1987
980 		 3221
981 		 2500
982 		 2400
983 		 2902
984 		 2971
985 		 2111
986 		 3116
987 		 2790
988 		 2635
989 		 2907
990 		 3437
991 		 1814
992 		 3643
993 		 1006
994 		 3411
995 		 3004
996 		 2977
997 		 1825
998 		 2048
999 		 2068
